transaction_id,customer_id,product_code,product_category,transaction_date,quantity,unit_price,gross_revenue,net_revenue,tax_amount,reconciliation_status,source_vs_gl_variance,gl_vs_bank_variance,days_to_post
TXN-0003934,C0180,P042,Clothing,2024-11-01,9,6.03,65.12,54.27,10.85,MATCHED,0.0,0.0,1
TXN-0003935,C0029,P034,Services,2024-07-05,7,110.73,930.14,775.12,155.02,MATCHED,0.0,0.0,4
TXN-0003936,C0114,P050,Furniture,2024-07-24,10,17.09,205.09,170.91,34.18,MATCHED,0.0,0.0,5
TXN-0003937,C0095,P016,Electronics,2024-12-10,7,132.35,1111.76,926.47,185.29,GL_VARIANCE,46.32,0.0,2
TXN-0003938,C0117,P046,Clothing,2024-03-06,8,9.68,92.94,77.45,15.49,MATCHED,0.0,0.0,1
TXN-0003939,C0060,P035,Software,2024-06-25,2,326.88,784.5,653.75,130.75,MATCHED,0.0,0.0,0
TXN-0003940,C0013,P049,Software,2024-11-05,5,79.08,474.47,395.39,79.08,MATCHED,0.0,0.0,3
TXN-0003941,C0111,P020,Clothing,2024-07-26,10,4.49,53.82,44.85,8.97,MATCHED,0.0,0.0,5
TXN-0003942,C0114,P015,Software,2024-02-02,10,48.52,582.29,485.24,97.05,MATCHED,0.0,0.0,5
TXN-0003943,C0117,P018,Electronics,2024-12-10,1,1152.22,1382.66,1152.22,230.44,MATCHED,0.0,0.0,5
TXN-0003944,C0144,P015,Software,2024-03-19,7,121.92,1024.13,853.44,170.69,MATCHED,0.0,0.0,3
TXN-0003945,C0172,P002,Electronics,2024-07-31,6,190.58,1372.14,1143.45,228.69,MATCHED,0.0,0.0,1
TXN-0003946,C0037,P047,Electronics,2024-09-16,5,217.14,1302.82,1085.68,217.14,MATCHED,0.0,0.0,4
TXN-0003947,C0173,P025,Software,2024-03-06,2,285.94,686.24,571.87,114.37,MATCHED,0.0,0.0,1
TXN-0003948,C0041,P011,Electronics,2024-07-12,3,184.0,662.4,552.0,110.4,MATCHED,0.0,0.0,0
TXN-0003949,C0038,P007,Software,2024-06-19,9,76.58,827.03,689.19,137.84,BANK_VARIANCE,0.0,27.78,4
TXN-0003950,C0162,P020,Clothing,2024-11-18,6,10.91,78.59,65.49,13.1,GL_VARIANCE,3.16,0.0,2
TXN-0003951,C0176,P025,Software,2024-06-11,3,312.01,1123.25,936.04,187.21,MATCHED,0.0,0.0,2
TXN-0003952,C0171,P019,Clothing,2024-12-22,2,56.6,135.85,113.21,22.64,MISSING_IN_GL,0.0,0.0,2
TXN-0003953,C0005,P006,Software,2024-12-17,4,102.59,492.44,410.37,82.07,MISSING_IN_GL,0.0,0.0,2
TXN-0003954,C0177,P010,Clothing,2024-10-30,9,3.91,42.25,35.21,7.04,MATCHED,0.0,0.0,1
TXN-0003955,C0200,P029,Software,2024-02-21,9,97.57,1053.76,878.13,175.63,MATCHED,0.0,0.0,4
TXN-0003956,C0098,P050,Furniture,2024-12-09,2,184.67,443.21,369.34,73.87,MATCHED,0.0,0.0,1
TXN-0003957,C0051,P011,Electronics,2024-05-04,9,54.19,585.2,487.67,97.53,MATCHED,0.0,0.0,2
TXN-0003958,C0114,P018,Electronics,2024-03-27,2,882.98,2119.14,1765.95,353.19,MATCHED,0.0,0.0,4
TXN-0003959,C0124,P014,Furniture,2024-07-21,1,373.43,448.12,373.43,74.69,MISSING_IN_GL,0.0,0.0,2
TXN-0003960,C0108,P030,Clothing,2024-12-04,10,11.17,134.05,111.71,22.34,MATCHED,0.0,0.0,5
TXN-0003961,C0190,P031,Software,2024-11-05,4,144.16,691.94,576.62,115.32,GL_VARIANCE,10.88,0.0,2
TXN-0003962,C0048,P001,Software,2024-02-18,2,306.19,734.87,612.39,122.48,MATCHED,0.0,0.0,3
TXN-0003963,C0144,P010,Clothing,2024-01-26,9,3.75,40.51,33.76,6.75,MATCHED,0.0,0.0,5
TXN-0003964,C0012,P020,Clothing,2024-04-25,10,3.93,47.12,39.27,7.85,MATCHED,0.0,0.0,5
TXN-0003965,C0066,P011,Electronics,2024-11-10,6,162.1,1167.14,972.62,194.52,MATCHED,0.0,0.0,3
TXN-0003966,C0010,P030,Clothing,2024-06-14,2,28.43,68.24,56.87,11.37,MATCHED,0.0,0.0,5
TXN-0003967,C0065,P044,Software,2024-10-18,1,814.55,977.46,814.55,162.91,MATCHED,0.0,0.0,0
TXN-0003968,C0077,P037,Furniture,2024-03-07,1,315.8,378.96,315.8,63.16,MATCHED,0.0,0.0,2
TXN-0003969,C0032,P043,Clothing,2024-10-09,10,11.98,143.78,119.82,23.96,GL_VARIANCE,4.09,0.0,0
TXN-0003970,C0102,P048,Software,2024-10-05,2,448.76,1077.04,897.53,179.51,MATCHED,0.0,0.0,1
TXN-0003971,C0045,P038,Furniture,2024-03-01,8,27.17,260.86,217.38,43.48,MATCHED,0.0,0.0,2
TXN-0003972,C0200,P016,Electronics,2024-06-23,7,77.2,648.52,540.43,108.09,MATCHED,0.0,0.0,1
TXN-0003973,C0147,P026,Clothing,2024-01-13,2,50.81,121.96,101.63,20.33,MATCHED,0.0,0.0,4
TXN-0003974,C0003,P046,Clothing,2024-03-13,5,15.18,91.08,75.9,15.18,MISSING_IN_GL,0.0,0.0,4
TXN-0003975,C0194,P015,Software,2024-09-14,9,44.36,479.09,399.24,79.85,MATCHED,0.0,0.0,2
TXN-0003976,C0105,P013,Clothing,2024-07-04,2,45.71,109.7,91.42,18.28,MATCHED,0.0,0.0,3
TXN-0003977,C0065,P016,Electronics,2024-07-12,2,822.64,1974.34,1645.28,329.06,GL_VARIANCE,25.63,0.0,4
TXN-0003978,C0042,P014,Furniture,2024-02-11,2,165.72,397.74,331.45,66.29,MATCHED,0.0,0.0,2
TXN-0003979,C0063,P004,Clothing,2024-04-06,3,37.22,133.99,111.66,22.33,MISSING_IN_GL,0.0,0.0,0
TXN-0003980,C0004,P037,Furniture,2024-04-22,10,19.91,238.96,199.13,39.83,GL_VARIANCE,5.64,0.0,2
TXN-0003981,C0125,P049,Software,2024-12-24,8,112.09,1076.09,896.74,179.35,GL_VARIANCE,3.66,0.0,0
TXN-0003982,C0147,P013,Clothing,2024-06-04,8,4.12,39.53,32.94,6.59,MATCHED,0.0,0.0,0
TXN-0003983,C0085,P009,Clothing,2024-02-17,7,7.55,63.4,52.83,10.57,MATCHED,0.0,0.0,3
TXN-0003984,C0062,P017,Services,2024-08-17,9,116.56,1258.85,1049.04,209.81,BANK_VARIANCE,0.0,16.83,3
TXN-0003985,C0118,P036,Clothing,2024-08-25,8,6.66,63.96,53.3,10.66,MATCHED,0.0,0.0,5
TXN-0003986,C0080,P028,Electronics,2024-06-15,5,321.58,1929.49,1607.91,321.58,MATCHED,0.0,0.0,5
TXN-0003987,C0021,P046,Clothing,2024-11-23,8,14.23,136.57,113.81,22.76,MATCHED,0.0,0.0,3
TXN-0003988,C0149,P049,Software,2024-08-03,3,142.42,512.7,427.25,85.45,MATCHED,0.0,0.0,5
TXN-0003989,C0088,P047,Electronics,2024-02-29,8,178.64,1714.98,1429.15,285.83,MATCHED,0.0,0.0,0
TXN-0003990,C0113,P020,Clothing,2024-04-21,1,78.86,94.63,78.86,15.77,BANK_VARIANCE,0.0,1.2,0
TXN-0003991,C0075,P035,Software,2024-03-24,1,319.55,383.46,319.55,63.91,MATCHED,0.0,0.0,3
TXN-0003992,C0149,P004,Clothing,2024-06-02,10,7.1,85.14,70.95,14.19,MATCHED,0.0,0.0,3
TXN-0003993,C0148,P027,Software,2024-08-30,1,873.97,1048.76,873.97,174.79,GL_VARIANCE,41.66,0.0,3
TXN-0003994,C0088,P020,Clothing,2024-08-24,6,18.22,131.16,109.3,21.86,MATCHED,0.0,0.0,1
TXN-0003995,C0175,P033,Software,2024-10-22,3,224.65,808.75,673.96,134.79,MATCHED,0.0,0.0,1
TXN-0003996,C0149,P019,Clothing,2024-01-06,1,75.62,90.74,75.62,15.12,MATCHED,0.0,0.0,4
TXN-0003997,C0190,P033,Software,2024-08-01,9,49.26,532.04,443.37,88.67,MATCHED,0.0,0.0,0
TXN-0003998,C0167,P028,Electronics,2024-07-27,10,96.16,1153.91,961.59,192.32,MATCHED,0.0,0.0,0
TXN-0003999,C0197,P014,Furniture,2024-08-14,9,28.42,306.98,255.82,51.16,GL_VARIANCE,0.44,0.0,3
TXN-0004000,C0146,P030,Clothing,2024-10-16,1,69.51,83.41,69.51,13.9,MATCHED,0.0,0.0,3
TXN-0004001,C0191,P010,Clothing,2024-08-15,10,6.39,76.63,63.86,12.77,MATCHED,0.0,0.0,0
TXN-0004002,C0092,P043,Clothing,2024-03-04,8,12.59,120.82,100.68,20.14,MATCHED,0.0,0.0,1
TXN-0004003,C0139,P036,Clothing,2024-11-30,1,83.74,100.49,83.74,16.75,MATCHED,0.0,0.0,1
TXN-0004004,C0037,P019,Clothing,2024-04-20,4,12.04,57.78,48.15,9.63,MATCHED,0.0,0.0,4
TXN-0004005,C0103,P038,Furniture,2024-12-28,7,54.1,454.46,378.72,75.74,MATCHED,0.0,0.0,0
TXN-0004006,C0103,P025,Software,2024-11-09,4,168.62,809.4,674.5,134.9,MATCHED,0.0,0.0,2
TXN-0004007,C0083,P042,Clothing,2024-03-12,9,4.64,50.1,41.75,8.35,MATCHED,0.0,0.0,4
TXN-0004008,C0013,P020,Clothing,2024-01-17,4,9.53,45.76,38.13,7.63,GL_VARIANCE,1.37,0.0,3
TXN-0004009,C0074,P017,Services,2024-09-29,9,78.29,845.48,704.57,140.91,MATCHED,0.0,0.0,3
TXN-0004010,C0196,P050,Furniture,2024-09-23,2,192.06,460.94,384.12,76.82,BANK_VARIANCE,0.0,12.14,0
TXN-0004011,C0136,P017,Services,2024-01-04,5,120.01,720.07,600.06,120.01,MATCHED,0.0,0.0,2
TXN-0004012,C0094,P016,Electronics,2024-06-19,5,353.1,2118.58,1765.48,353.1,MATCHED,0.0,0.0,0
TXN-0004013,C0136,P031,Software,2024-11-22,7,95.41,801.42,667.85,133.57,MISSING_IN_GL,0.0,0.0,3
TXN-0004014,C0185,P035,Software,2024-10-29,1,547.67,657.2,547.67,109.53,MATCHED,0.0,0.0,1
TXN-0004015,C0024,P011,Electronics,2024-11-14,8,76.89,738.19,615.16,123.03,MATCHED,0.0,0.0,5
TXN-0004016,C0170,P021,Furniture,2024-03-08,4,67.01,321.66,268.05,53.61,BANK_VARIANCE,0.0,10.4,4
TXN-0004017,C0128,P031,Software,2024-04-13,3,224.8,809.28,674.4,134.88,MISSING_IN_GL,0.0,0.0,5
TXN-0004018,C0105,P005,Services,2024-03-29,5,140.38,842.3,701.92,140.38,BANK_VARIANCE,0.0,12.72,4
TXN-0004019,C0077,P008,Services,2024-02-28,7,138.38,1162.4,968.67,193.73,MATCHED,0.0,0.0,3
TXN-0004020,C0130,P001,Software,2024-01-04,9,47.32,511.01,425.84,85.17,MISSING_IN_GL,0.0,0.0,3
TXN-0004021,C0135,P001,Software,2024-09-06,1,264.54,317.45,264.54,52.91,MATCHED,0.0,0.0,2
TXN-0004022,C0175,P022,Software,2024-03-22,1,763.58,916.3,763.58,152.72,MATCHED,0.0,0.0,5
TXN-0004023,C0077,P046,Clothing,2024-07-06,8,368.21,3534.82,2945.68,589.14,MATCHED,0.0,0.0,2
TXN-0004024,C0169,P005,Services,2024-12-22,10,87.8,1053.62,878.02,175.6,MATCHED,0.0,0.0,0
TXN-0004025,C0120,P004,Clothing,2024-06-12,7,15.45,129.79,108.16,21.63,MATCHED,0.0,0.0,5
TXN-0004026,C0175,P048,Software,2024-12-14,3,87.81,316.12,263.43,52.69,MATCHED,0.0,0.0,4
TXN-0004027,C0185,P029,Software,2024-07-22,1,439.65,527.58,439.65,87.93,MATCHED,0.0,0.0,0
TXN-0004028,C0049,P031,Software,2024-04-13,5,130.18,781.1,650.92,130.18,MISSING_IN_GL,0.0,0.0,0
TXN-0004029,C0061,P037,Furniture,2024-12-18,8,48.78,468.34,390.28,78.06,MATCHED,0.0,0.0,4
TXN-0004030,C0013,P014,Furniture,2024-02-15,1,219.37,263.24,219.37,43.87,MATCHED,0.0,0.0,2
TXN-0004031,C0103,P022,Software,2024-09-05,4,146.02,700.9,584.08,116.82,MATCHED,0.0,0.0,0
TXN-0004032,C0159,P018,Electronics,2024-11-20,9,161.23,1741.27,1451.06,290.21,MATCHED,0.0,0.0,3
TXN-0004033,C0156,P001,Software,2024-09-04,2,160.87,386.09,321.74,64.35,BANK_VARIANCE,0.0,6.96,5
TXN-0004034,C0031,P009,Clothing,2024-10-14,2,16.25,38.99,32.49,6.5,BANK_VARIANCE,0.0,0.22,1
TXN-0004035,C0181,P036,Clothing,2024-03-17,4,23.79,114.17,95.14,19.03,MATCHED,0.0,0.0,4
TXN-0004036,C0194,P029,Software,2024-09-01,10,88.13,1057.6,881.33,176.27,MATCHED,0.0,0.0,4
TXN-0004037,C0138,P022,Software,2024-11-19,2,314.57,754.97,629.14,125.83,MATCHED,0.0,0.0,2
TXN-0004038,C0022,P021,Furniture,2024-05-24,4,85.79,411.8,343.17,68.63,BANK_VARIANCE,0.0,11.09,4
TXN-0004039,C0118,P011,Electronics,2024-06-03,8,220.54,2117.22,1764.35,352.87,MATCHED,0.0,0.0,5
TXN-0004040,C0144,P008,Services,2024-08-27,3,531.3,1912.68,1593.9,318.78,MATCHED,0.0,0.0,1
TXN-0004041,C0140,P038,Furniture,2024-05-01,6,37.27,268.33,223.61,44.72,BANK_VARIANCE,0.0,0.9,5
TXN-0004042,C0166,P005,Services,2024-08-10,8,76.67,736.06,613.38,122.68,GL_VARIANCE,7.23,0.0,5
TXN-0004043,C0049,P030,Clothing,2024-11-21,5,14.64,87.84,73.2,14.64,MATCHED,0.0,0.0,2
TXN-0004044,C0133,P013,Clothing,2024-09-10,5,17.33,104.0,86.67,17.33,BANK_VARIANCE,0.0,3.89,1
TXN-0004045,C0087,P039,Services,2024-07-26,8,196.17,1883.26,1569.38,313.88,MATCHED,0.0,0.0,5
TXN-0004046,C0158,P020,Clothing,2024-10-19,1,50.05,60.06,50.05,10.01,MATCHED,0.0,0.0,0
TXN-0004047,C0165,P049,Software,2024-05-31,9,94.95,1025.47,854.56,170.91,MATCHED,0.0,0.0,1
TXN-0004048,C0185,P019,Clothing,2024-01-26,1,72.38,86.86,72.38,14.48,MATCHED,0.0,0.0,4
TXN-0004049,C0107,P019,Clothing,2024-03-06,6,5.14,37.02,30.85,6.17,GL_VARIANCE,0.36,0.0,2
TXN-0004050,C0094,P011,Electronics,2024-05-13,3,332.48,1196.94,997.45,199.49,MATCHED,0.0,0.0,4
TXN-0004051,C0014,P010,Clothing,2024-10-31,10,11.31,135.67,113.06,22.61,MATCHED,0.0,0.0,0
TXN-0004052,C0174,P046,Clothing,2024-06-19,1,116.17,139.4,116.17,23.23,MATCHED,0.0,0.0,1
TXN-0004053,C0047,P030,Clothing,2024-07-21,2,25.88,62.11,51.76,10.35,GL_VARIANCE,0.49,0.0,2
TXN-0004054,C0147,P005,Services,2024-01-07,6,118.39,852.42,710.35,142.07,MATCHED,0.0,0.0,0
TXN-0004055,C0056,P041,Furniture,2024-06-17,10,11.97,143.68,119.73,23.95,MATCHED,0.0,0.0,4
TXN-0004056,C0041,P034,Services,2024-10-21,5,316.41,1898.47,1582.06,316.41,MATCHED,0.0,0.0,4
TXN-0004057,C0107,P041,Furniture,2024-12-21,6,28.79,207.25,172.71,34.54,BANK_VARIANCE,0.0,3.61,3
TXN-0004058,C0153,P031,Software,2024-01-11,6,141.32,1017.53,847.94,169.59,MATCHED,0.0,0.0,1
TXN-0004059,C0061,P011,Electronics,2024-07-25,5,206.44,1238.66,1032.22,206.44,GL_VARIANCE,37.61,0.0,2
TXN-0004060,C0010,P001,Software,2024-12-26,10,28.2,338.44,282.03,56.41,BANK_VARIANCE,0.0,0.23,5
TXN-0004061,C0166,P004,Clothing,2024-06-08,7,9.84,82.69,68.91,13.78,MATCHED,0.0,0.0,2
TXN-0004062,C0067,P010,Clothing,2024-12-03,6,11.77,84.77,70.64,14.13,MATCHED,0.0,0.0,0
TXN-0004063,C0103,P046,Clothing,2024-11-13,4,28.23,135.48,112.9,22.58,MATCHED,0.0,0.0,3
TXN-0004064,C0114,P039,Services,2024-07-05,1,572.33,686.8,572.33,114.47,MATCHED,0.0,0.0,2
TXN-0004065,C0005,P037,Furniture,2024-05-21,4,41.85,200.87,167.39,33.48,BANK_VARIANCE,0.0,3.36,2
TXN-0004066,C0045,P014,Furniture,2024-09-19,3,107.27,386.16,321.8,64.36,MATCHED,0.0,0.0,3
TXN-0004067,C0131,P036,Clothing,2024-02-20,4,23.11,110.94,92.45,18.49,MATCHED,0.0,0.0,1
TXN-0004068,C0064,P016,Electronics,2024-11-18,5,95.32,571.91,476.59,95.32,MATCHED,0.0,0.0,5
TXN-0004069,C0026,P014,Furniture,2024-04-01,7,16.45,138.17,115.14,23.03,MATCHED,0.0,0.0,1
TXN-0004070,C0049,P019,Clothing,2024-08-22,1,98.23,117.88,98.23,19.65,BANK_VARIANCE,0.0,2.65,1
TXN-0004071,C0103,P004,Clothing,2024-01-25,6,8.63,62.11,51.76,10.35,MATCHED,0.0,0.0,1
TXN-0004072,C0094,P016,Electronics,2024-07-01,1,1559.02,1870.82,1559.02,311.8,GL_VARIANCE,55.25,0.0,2
TXN-0004073,C0163,P035,Software,2024-12-23,10,89.44,1073.28,894.4,178.88,MATCHED,0.0,0.0,0
TXN-0004074,C0101,P018,Electronics,2024-06-05,5,131.01,786.06,655.05,131.01,MATCHED,0.0,0.0,0
TXN-0004075,C0034,P006,Software,2024-06-13,6,115.88,834.36,695.3,139.06,MATCHED,0.0,0.0,1
TXN-0004076,C0020,P033,Software,2024-10-27,8,106.32,1020.71,850.59,170.12,MISSING_IN_GL,0.0,0.0,0
TXN-0004077,C0090,P016,Electronics,2024-04-24,6,260.02,1872.12,1560.1,312.02,MATCHED,0.0,0.0,5
TXN-0004078,C0121,P045,Services,2024-02-26,2,386.04,926.48,772.07,154.41,BANK_VARIANCE,0.0,27.53,2
TXN-0004079,C0101,P045,Services,2024-08-09,6,166.11,1195.98,996.65,199.33,GL_VARIANCE,47.31,0.0,1
TXN-0004080,C0105,P012,Services,2024-05-05,3,516.85,1860.66,1550.55,310.11,MATCHED,0.0,0.0,0
TXN-0004081,C0169,P028,Electronics,2024-07-05,2,306.22,734.93,612.44,122.49,MISSING_IN_GL,0.0,0.0,5
TXN-0004082,C0019,P028,Electronics,2024-06-09,1,770.55,924.66,770.55,154.11,GL_VARIANCE,16.8,0.0,0
TXN-0004083,C0129,P019,Clothing,2024-07-02,9,4.87,52.62,43.85,8.77,MATCHED,0.0,0.0,5
TXN-0004084,C0049,P042,Clothing,2024-12-17,2,33.9,81.36,67.8,13.56,MATCHED,0.0,0.0,1
TXN-0004085,C0191,P045,Services,2024-10-30,9,173.02,1868.66,1557.22,311.44,MATCHED,0.0,0.0,0
TXN-0004086,C0013,P007,Software,2024-04-20,7,40.44,339.72,283.1,56.62,MATCHED,0.0,0.0,4
TXN-0004087,C0026,P010,Clothing,2024-10-02,9,8.19,88.44,73.7,14.74,MISSING_IN_GL,0.0,0.0,4
TXN-0004088,C0099,P014,Furniture,2024-05-04,7,15.93,133.78,111.48,22.3,MATCHED,0.0,0.0,4
TXN-0004089,C0188,P034,Services,2024-06-29,8,67.08,643.99,536.66,107.33,MISSING_IN_GL,0.0,0.0,0
TXN-0004090,C0090,P034,Services,2024-11-17,7,197.25,1656.91,1380.76,276.15,BANK_VARIANCE,0.0,3.17,0
TXN-0004091,C0138,P043,Clothing,2024-03-23,7,11.89,99.85,83.21,16.64,MISSING_IN_GL,0.0,0.0,3
TXN-0004092,C0183,P031,Software,2024-09-06,8,47.76,458.48,382.07,76.41,MATCHED,0.0,0.0,1
TXN-0004093,C0115,P001,Software,2024-03-20,2,396.5,951.6,793.0,158.6,MATCHED,0.0,0.0,5
TXN-0004094,C0120,P013,Clothing,2024-09-21,5,14.25,85.48,71.23,14.25,MATCHED,0.0,0.0,1
TXN-0004095,C0013,P047,Electronics,2024-07-23,9,158.66,1713.58,1427.98,285.6,MATCHED,0.0,0.0,4
TXN-0004096,C0146,P029,Software,2024-07-09,10,96.42,1157.06,964.22,192.84,BANK_VARIANCE,0.0,30.32,0
TXN-0004097,C0053,P042,Clothing,2024-07-29,10,5.3,63.58,52.98,10.6,MISSING_IN_GL,0.0,0.0,3
TXN-0004098,C0112,P006,Software,2024-07-13,10,44.52,534.19,445.16,89.03,MATCHED,0.0,0.0,4
TXN-0004099,C0087,P033,Software,2024-09-08,2,396.2,950.89,792.41,158.48,MISSING_IN_GL,0.0,0.0,0
TXN-0004100,C0172,P006,Software,2024-11-07,1,568.74,682.49,568.74,113.75,MATCHED,0.0,0.0,2
TXN-0004101,C0013,P026,Clothing,2024-11-16,2,24.32,58.38,48.65,9.73,MISSING_IN_GL,0.0,0.0,5
TXN-0004102,C0035,P029,Software,2024-06-27,1,407.13,488.56,407.13,81.43,MATCHED,0.0,0.0,4
TXN-0004103,C0198,P023,Services,2024-08-28,4,228.56,1097.08,914.23,182.85,MATCHED,0.0,0.0,5
TXN-0004104,C0097,P031,Software,2024-09-10,4,152.9,733.9,611.58,122.32,MATCHED,0.0,0.0,5
TXN-0004105,C0028,P036,Clothing,2024-07-09,3,24.43,87.95,73.29,14.66,MATCHED,0.0,0.0,2
TXN-0004106,C0068,P036,Clothing,2024-12-06,2,36.62,87.89,73.24,14.65,MATCHED,0.0,0.0,0
TXN-0004107,C0083,P009,Clothing,2024-01-13,5,23.17,139.02,115.85,23.17,MATCHED,0.0,0.0,5
TXN-0004108,C0191,P004,Clothing,2024-01-19,1,119.71,143.65,119.71,23.94,MISSING_IN_GL,0.0,0.0,5
TXN-0004109,C0103,P037,Furniture,2024-11-19,4,68.96,331.01,275.84,55.17,BANK_VARIANCE,0.0,11.68,3
TXN-0004110,C0025,P016,Electronics,2024-07-19,5,230.52,1383.1,1152.58,230.52,MATCHED,0.0,0.0,1
TXN-0004111,C0135,P001,Software,2024-04-22,5,80.33,481.98,401.65,80.33,MATCHED,0.0,0.0,5
TXN-0004112,C0081,P004,Clothing,2024-03-21,5,6.49,38.96,32.47,6.49,MATCHED,0.0,0.0,4
TXN-0004113,C0183,P020,Clothing,2024-05-22,1,85.66,102.79,85.66,17.13,GL_VARIANCE,2.97,0.0,0
TXN-0004114,C0070,P029,Software,2024-07-30,7,141.96,1192.43,993.69,198.74,MATCHED,0.0,0.0,3
TXN-0004115,C0026,P010,Clothing,2024-09-24,4,19.02,91.3,76.08,15.22,MATCHED,0.0,0.0,4
TXN-0004116,C0162,P025,Software,2024-07-25,8,45.95,441.08,367.57,73.51,MATCHED,0.0,0.0,0
TXN-0004117,C0074,P001,Software,2024-01-20,3,124.82,449.34,374.45,74.89,MATCHED,0.0,0.0,2
TXN-0004118,C0093,P025,Software,2024-02-10,2,403.83,969.2,807.67,161.53,MATCHED,0.0,0.0,5
TXN-0004119,C0133,P024,Electronics,2024-11-18,5,230.04,1380.23,1150.19,230.04,MATCHED,0.0,0.0,1
TXN-0004120,C0018,P050,Furniture,2024-07-30,1,358.62,430.34,358.62,71.72,MATCHED,0.0,0.0,3
TXN-0004121,C0056,P028,Electronics,2024-10-23,2,254.32,610.38,508.65,101.73,MATCHED,0.0,0.0,1
TXN-0004122,C0009,P032,Services,2024-10-25,5,206.53,1239.18,1032.65,206.53,GL_VARIANCE,32.78,0.0,4
TXN-0004123,C0122,P025,Software,2024-07-19,6,141.62,1019.69,849.74,169.95,MATCHED,0.0,0.0,4
TXN-0004124,C0078,P021,Furniture,2024-03-20,5,69.75,418.49,348.74,69.75,MATCHED,0.0,0.0,0
TXN-0004125,C0065,P010,Clothing,2024-10-01,9,4.93,53.29,44.41,8.88,MATCHED,0.0,0.0,4
TXN-0004126,C0119,P026,Clothing,2024-02-09,8,5.9,56.68,47.23,9.45,MATCHED,0.0,0.0,2
TXN-0004127,C0009,P024,Electronics,2024-12-22,2,253.05,607.32,506.1,101.22,MISSING_IN_GL,0.0,0.0,1
TXN-0004128,C0032,P025,Software,2024-11-05,2,379.64,911.14,759.28,151.86,MATCHED,0.0,0.0,1
TXN-0004129,C0068,P043,Clothing,2024-08-20,2,40.82,97.97,81.64,16.33,MATCHED,0.0,0.0,0
TXN-0004130,C0158,P033,Software,2024-03-05,2,337.95,811.08,675.9,135.18,BANK_VARIANCE,0.0,27.18,5
TXN-0004131,C0078,P021,Furniture,2024-09-05,10,35.41,424.92,354.1,70.82,MATCHED,0.0,0.0,3
TXN-0004132,C0012,P036,Clothing,2024-04-22,5,15.94,95.64,79.7,15.94,MATCHED,0.0,0.0,2
TXN-0004133,C0027,P006,Software,2024-02-26,2,230.34,552.82,460.68,92.14,MISSING_IN_GL,0.0,0.0,4
TXN-0004134,C0179,P041,Furniture,2024-12-26,6,21.84,157.28,131.07,26.21,MATCHED,0.0,0.0,1
TXN-0004135,C0080,P011,Electronics,2024-06-08,10,87.51,1050.07,875.06,175.01,MATCHED,0.0,0.0,3
TXN-0004136,C0013,P003,Electronics,2024-07-16,10,112.81,1353.77,1128.14,225.63,MATCHED,0.0,0.0,3
TXN-0004137,C0055,P007,Software,2024-02-05,8,58.99,566.32,471.93,94.39,MISSING_IN_GL,0.0,0.0,0
TXN-0004138,C0070,P013,Clothing,2024-06-10,6,6.57,47.29,39.41,7.88,MATCHED,0.0,0.0,3
TXN-0004139,C0014,P009,Clothing,2024-08-20,6,19.2,138.2,115.17,23.03,GL_VARIANCE,3.46,0.0,5
TXN-0004140,C0067,P018,Electronics,2024-11-12,8,60.86,584.26,486.88,97.38,MATCHED,0.0,0.0,5
TXN-0004141,C0155,P038,Furniture,2024-04-27,8,35.5,340.84,284.03,56.81,MATCHED,0.0,0.0,1
TXN-0004142,C0023,P039,Services,2024-04-05,10,52.79,633.42,527.85,105.57,MATCHED,0.0,0.0,5
TXN-0004143,C0058,P026,Clothing,2024-03-26,7,16.67,140.05,116.71,23.34,MATCHED,0.0,0.0,3
TXN-0004144,C0012,P049,Software,2024-06-27,2,428.4,1028.16,856.8,171.36,MISSING_IN_GL,0.0,0.0,3
TXN-0004145,C0007,P026,Clothing,2024-09-30,1,51.73,62.08,51.73,10.35,MATCHED,0.0,0.0,4
TXN-0004146,C0083,P026,Clothing,2024-04-25,2,43.98,105.55,87.96,17.59,MATCHED,0.0,0.0,3
TXN-0004147,C0113,P003,Electronics,2024-05-28,1,974.47,1169.36,974.47,194.89,MATCHED,0.0,0.0,4
TXN-0004148,C0199,P026,Clothing,2024-11-21,9,7.97,86.1,71.75,14.35,MATCHED,0.0,0.0,5
TXN-0004149,C0133,P038,Furniture,2024-02-05,9,38.32,413.87,344.89,68.98,MATCHED,0.0,0.0,3
TXN-0004150,C0014,P001,Software,2024-08-21,2,461.82,1108.37,923.64,184.73,MATCHED,0.0,0.0,3
TXN-0004151,C0080,P001,Software,2024-10-31,4,203.78,978.14,815.12,163.02,GL_VARIANCE,12.77,0.0,1
TXN-0004152,C0027,P013,Clothing,2024-02-26,8,12.93,124.12,103.43,20.69,MISSING_IN_GL,0.0,0.0,0
TXN-0004153,C0010,P029,Software,2024-05-22,7,47.14,395.95,329.96,65.99,MATCHED,0.0,0.0,4
TXN-0004154,C0023,P002,Electronics,2024-07-01,5,135.96,815.76,679.8,135.96,MATCHED,0.0,0.0,2
TXN-0004155,C0171,P038,Furniture,2024-12-04,4,56.72,272.23,226.86,45.37,MATCHED,0.0,0.0,4
TXN-0004156,C0042,P020,Clothing,2024-04-27,6,14.95,107.66,89.72,17.94,MATCHED,0.0,0.0,4
TXN-0004157,C0093,P007,Software,2024-05-04,4,152.51,732.04,610.03,122.01,MATCHED,0.0,0.0,0
